"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"TJK","","ALL","2000","44.91"
"TJK","","ALL","2001","55.57"
"TJK","","ALL","2002","62.91"
"TJK","","ALL","2003","132.98"
"TJK","","ALL","2004","67.49"
"TJK","","ALL","2005","78.97"
"TJK","","ALL","2006","81.4"
"TJK","","ALL","2007","88.2"
"TJK","","ALL","2008","87.64"
"TJK","","ALL","2009","96.76"
"TJK","","ALL","2010","93.01"
"TJK","","ALL","2011","91.2"
"TJK","","ALL","2012","82.41"
"TJK","","ALL","2013","68.74"
"TJK","","ALL","2014","70"
"TJK","","ALL","2015","69.49"
"TJK","","ALL","2016","69.03"
"TJK","","ALL","2017","66"
"TJK","","ALL","2018","64.11"
"TJK","","ALL","2019","64.44"
"TJK","","ALL","2020","46.44"
"TKM","","ALL","1980","57.9"
"TKM","","ALL","1981","55.39"
"TKM","","ALL","1982","51.88"
"TKM","","ALL","1983","49.51"
"TKM","","ALL","1984","50.9"
"TKM","","ALL","1985","49.84"
"TKM","","ALL","1986","48.78"
"TKM","","ALL","1987","57.62"
"TKM","","ALL","1988","54.76"
"TKM","","ALL","1989","60.85"
"TKM","","ALL","1990","63.58"
"TKM","","ALL","1991","62.93"
"TKM","","ALL","1992","53.93"
"TKM","","ALL","1993","69.69"
"TKM","","ALL","1995","43.27"
"TKM","","ALL","1996","45.37"
"TKM","","ALL","1997","74.04"
"TKM","","ALL","1998","81.55"
"TKM","","ALL","1999","93.34"
"TKM","","ALL","2000","90.56"
"TKM","","ALL","2001","81.65"
"TKM","","ALL","2002","74.46"
"TKM","","ALL","2003","88.95"
"TKM","","ALL","2004","67.9"
"TKM","","ALL","2005","66.03"
"TKM","","ALL","2006","65.79"
"TKM","","ALL","2007","69.04"
"TKM","","ALL","2008","74.68"
"TKM","","ALL","2009","61.78"
"TKM","","ALL","2010","64.06"
"TKM","","ALL","2011","53.55"
"TKM","","ALL","2012","56.87"
"TKM","","ALL","2013","58.15"
"TKM","","ALL","2014","47.8"
"TKM","","ALL","2015","40.77"
"TKM","","ALL","2016","38.02"
"TKM","","ALL","2017","36.19"
"TKM","","ALL","2018","39.66"
"TKM","","ALL","2019","38.92"
"TKM","","ALL","2020","35.27"
"TUR","","ALL","1980","82.47"
"TUR","","ALL","1981","87.79"
"TUR","","ALL","1982","56.72"
"TUR","","ALL","1983","59.9"
"TUR","","ALL","1984","56.27"
"TUR","","ALL","1985","61.7"
"TUR","","ALL","1986","60.55"
"TUR","","ALL","1987","58.3"
"TUR","","ALL","1988","52.05"
"TUR","","ALL","1989","48.63"
"TUR","","ALL","1990","44.39"
"TUR","","ALL","1991","44.9"
"TUR","","ALL","1992","44.67"
"TUR","","ALL","1995","38.46"
"TUR","","ALL","1996","33.31"
"TUR","","ALL","1997","41.71"
"TUR","","ALL","1998","40.83"
"TUR","","ALL","1999","34.86"
"TUR","","ALL","2000","28.07"
"TUR","","ALL","2001","26.5"
"TUR","","ALL","2002","27.33"
"TUR","","ALL","2003","26.8"
"TUR","","ALL","2004","25.9"
"TUR","","ALL","2005","28.8"
"TUR","","ALL","2006","28.29"
"TUR","","ALL","2007","26.74"
"TUR","","ALL","2008","24.61"
"TUR","","ALL","2009","23.28"
"TUR","","ALL","2010","21.71"
"TUR","","ALL","2011","20.28"
"TUR","","ALL","2012","18.81"
"TUR","","ALL","2013","17.32"
"TUR","","ALL","2014","16.91"
"TUR","","ALL","2015","15.95"
"TUR","","ALL","2016","15.37"
"TUR","","ALL","2017","14.72"
"TUR","","ALL","2018","14.22"
"TUR","","ALL","2019","13.62"
"TUR","","ALL","2020","10.59"
"UKR","","ALL","1980","52.3"
"UKR","","ALL","1981","51.12"
"UKR","","ALL","1982","49.07"
"UKR","","ALL","1983","47.82"
"UKR","","ALL","1984","48.01"
"UKR","","ALL","1985","47.25"
"UKR","","ALL","1986","44.92"
"UKR","","ALL","1987","43.22"
"UKR","","ALL","1988","40.38"
"UKR","","ALL","1989","39.18"
"UKR","","ALL","1990","31.89"
"UKR","","ALL","1991","32.3"
"UKR","","ALL","1992","34.95"
"UKR","","ALL","1993","38.45"
"UKR","","ALL","1994","39.91"
"UKR","","ALL","1995","41.85"
"UKR","","ALL","1996","46.04"
"UKR","","ALL","1997","56.19"
"UKR","","ALL","1998","55.47"
"UKR","","ALL","1999","66.22"
"UKR","","ALL","2000","66.9"
"UKR","","ALL","2001","75.33"
"UKR","","ALL","2002","83.72"
"UKR","","ALL","2003","163.13"
"UKR","","ALL","2005","84.41"
"UKR","","ALL","2006","88.54"
"UKR","","ALL","2007","80.98"
"UKR","","ALL","2008","82.1"
"UKR","","ALL","2009","78.64"
"UKR","","ALL","2010","74.1"
"UKR","","ALL","2011","75.2"
"UKR","","ALL","2012","90.26"
"UKR","","ALL","2013","80.69"
"UKR","","ALL","2014","70.44"
"UKR","","ALL","2015","67.27"
"UKR","","ALL","2016","65.1"
"UKR","","ALL","2017","61.02"
"UKR","","ALL","2018","59.41"
"UKR","","ALL","2019","56.87"
"UKR","","ALL","2020","39.29"
"UZB","","ALL","1980","57.5"
"UZB","","ALL","1981","59.27"
"UZB","","ALL","1982","51.9"
"UZB","","ALL","1983","51.23"
"UZB","","ALL","1984","48.38"
"UZB","","ALL","1985","48.13"
"UZB","","ALL","1986","50.66"
"UZB","","ALL","1987","51.27"
"UZB","","ALL","1988","51.8"
"UZB","","ALL","1989","53.14"
"UZB","","ALL","1990","46.1"
"UZB","","ALL","1992","43.15"
"UZB","","ALL","1993","44.62"
"UZB","","ALL","1994","66.27"
"UZB","","ALL","1995","43.06"
"UZB","","ALL","1996","51.53"
"UZB","","ALL","1997","56.67"
"UZB","","ALL","1998","60.78"
"UZB","","ALL","1999","62.03"
"UZB","","ALL","2000","63.89"
"UZB","","ALL","2001","69.66"
"UZB","","ALL","2002","81.47"
"UZB","","ALL","2003","94.59"
"UZB","","ALL","2004","78.44"
"UZB","","ALL","2005","82.21"
"UZB","","ALL","2006","90.24"
"UZB","","ALL","2007","73.62"
"UZB","","ALL","2008","62.91"
"UZB","","ALL","2009","71.93"
"UZB","","ALL","2010","59.11"
"UZB","","ALL","2011","52.3"
"UZB","","ALL","2012","49.81"
"UZB","","ALL","2013","68.82"
"UZB","","ALL","2014","62.25"
"UZB","","ALL","2015","54.58"
"UZB","","ALL","2016","52.97"
"UZB","","ALL","2017","52.43"
"UZB","","ALL","2018","50.26"
"UZB","","ALL","2019","48.93"
"UZB","","ALL","2020","36.42"
"","WESTERN_BALKANS","ALL","1996","41.8"
"","WESTERN_BALKANS","ALL","1997","44.12"
"","WESTERN_BALKANS","ALL","1998","43.23"
"","WESTERN_BALKANS","ALL","1999","44.01"
"","WESTERN_BALKANS","ALL","2000","41.74"
"","WESTERN_BALKANS","ALL","2001","41.58"
"","WESTERN_BALKANS","ALL","2002","37.34"
"","WESTERN_BALKANS","ALL","2003","37.62"
"","WESTERN_BALKANS","ALL","2004","40.32"
"","WESTERN_BALKANS","ALL","2005","38.65"
"","WESTERN_BALKANS","ALL","2006","36.36"
"","WESTERN_BALKANS","ALL","2007","37.97"
"","WESTERN_BALKANS","ALL","2008","32.4"
"","WESTERN_BALKANS","ALL","2009","31.4"
"","WESTERN_BALKANS","ALL","2010","27.39"
"","WESTERN_BALKANS","ALL","2011","26.42"
"","WESTERN_BALKANS","ALL","2012","24.87"
"","WESTERN_BALKANS","ALL","2013","25.78"
"","WESTERN_BALKANS","ALL","2014","23.09"
"","WESTERN_BALKANS","ALL","2015","21.28"
"","WESTERN_BALKANS","ALL","2016","19"
"","WESTERN_BALKANS","ALL","2017","18.77"
"","WESTERN_BALKANS","ALL","2018","17.12"
"","WESTERN_BALKANS","ALL","2019","14.87"
"","WESTERN_BALKANS","ALL","2020","7.65"
"","WHO_EURO","ALL","1980","41.64"
"","WHO_EURO","ALL","1981","41.4"
"","WHO_EURO","ALL","1982","38.72"
"","WHO_EURO","ALL","1983","38.08"
"","WHO_EURO","ALL","1984","36.87"
"","WHO_EURO","ALL","1985","35.53"
"","WHO_EURO","ALL","1986","36.03"
"","WHO_EURO","ALL","1987","34.47"
"","WHO_EURO","ALL","1988","32.81"
"","WHO_EURO","ALL","1989","31.62"
"","WHO_EURO","ALL","1990","28.74"
"","WHO_EURO","ALL","1991","28.59"
"","WHO_EURO","ALL","1992","29.45"
"","WHO_EURO","ALL","1993","31.65"
"","WHO_EURO","ALL","1994","33.08"
"","WHO_EURO","ALL","1995","33.87"
"","WHO_EURO","ALL","1996","37.42"
"","WHO_EURO","ALL","1997","41"
"","WHO_EURO","ALL","1998","40.64"
"","WHO_EURO","ALL","1999","43.44"
"","WHO_EURO","ALL","2000","43.28"
"","WHO_EURO","ALL","2001","42.45"
"","WHO_EURO","ALL","2002","43.02"
"","WHO_EURO","ALL","2003","50.8"
"","WHO_EURO","ALL","2004","43.14"
"","WHO_EURO","ALL","2005","42.07"
"","WHO_EURO","ALL","2006","41.28"
"","WHO_EURO","ALL","2007","39.94"
"","WHO_EURO","ALL","2008","39.19"
"","WHO_EURO","ALL","2009","39.65"
"","WHO_EURO","ALL","2010","36.82"
"","WHO_EURO","ALL","2011","35.1"
"","WHO_EURO","ALL","2012","33.16"
"","WHO_EURO","ALL","2013","32.86"
"","WHO_EURO","ALL","2014","30.57"
"","WHO_EURO","ALL","2015","29.32"
"","WHO_EURO","ALL","2016","27.79"
"","WHO_EURO","ALL","2017","25.91"
"","WHO_EURO","ALL","2018","24.61"
"","WHO_EURO","ALL","2019","23.34"
"","WHO_EURO","ALL","2020","17.69"

"Последнее обновление","2023.10.04 17:34:40 GMT"
"Описание","Заболеваемость туберкулезом, на 100000 населения"
"Ссылка","https://dw.euro.who.int/api/v3/measures/HFA_305?lang=Ru"

"Авторские права"
"© Европейское региональное бюро ВОЗ, 2024 г. Все права защищены.","https://www.who.int/ru/about/policies/publishing/copyright"
